;RMS_(µV);rms_sec_(µV/s);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_1_(µV);rms_2_(µV);rms_3_(µV);rms_4_(µV);emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;;;;;;;;;;;0.42;7372;-11328;3275
;;;;;;;;;;;-3228;8077;-14277;4289
;;;;;;;;;;;-6023;3834;-9165;1198
;;;;;;;;;;;-3751;8619;-8314;2569
;;;;;;;;;;;-2.87;6332;-7324;8.51
;;;;;;;;;;;-4216;2732;-5406;6773
;;;;;;;;;;;-2407;5779;-2449;9944
;;;;;;;;;;;1721;5532;-2707;10776
;;;;;;;;;;;-1579;5365;-0.45;5517
;;;;;;;;;;;-4222;4559;-354;5462
;;;;;;;;;;;-3486;5.05;-1198;4396
;;;;;;;;;;;-3436;-134;1663;6.37
;;;;;;;;;;;-1974;-1544;4531;6489
;;;;;;;;;;;-2002;-2155;3477;4399
;;;;;;;;;;;-0.1;638;1257;8626
;;;;;;;;;;;6255;4942;5285;11956
;;;;;;;;;;;8326;-7144;4234;13792
;;;;;;;;;;;8988;-12518;1128;13717
;;;;;;;;;;;11025;-15731;4116;12664
;;;;;;;;;;;9201;-11487;401;9693
;;;;;;;;;;;4929;2723;823;5189
;;;;;;;;;;;651;4757;6283;5967
;;;;;;;;;;;2305;-752;3567;3692
;;;;;;;;;;;10947;-10.16;6482;-0.71
;;;;;;;;;;;18.46;-13625;6251;-972
;;;;;;;;;;;15379;-13261;918;-1349
;;;;;;;;;;;13282;-14265;2841;-5603
;;;;;;;;;;;19.98;-10655;1765;-8506
;;;;;;;;;;;14376;358;-382;-10117
;;;;;;;;;;;9.2;3963;-338;-10034
;;;;;;;;;;;12.44;-3713;-257;-5307
;;;;;;;;;;;7477;-3093;-2409;-5945
;;;;;;;;;;;4321;1128;-2906;-6728
;;;;;;;;;;;-724;5192;-1.44;-11477
;;;;;;;;;;;-7008;14883;-2169;-14647
;;;;;;;;;;;-9339;22639;2504;-11011
;;;;;;;;;;;-18598;28412;-1128;-10854
;;;;;;;;;;;-21491;36815;-2939;-7434
;;;;;;;;;;;-21335;32632;3251;-7769
;;;;;;;;;;;-27952;22.93;-2379;-9933
;;;;;;;;;;;-27623;15369;1606;-8381
;;;;;;;;;;;-28682;5469;4.29;-3231
;;;;;;;;;;;-34472;7439;2.95;-3203
;;;;;;;;;;;-35898;9035;4917;-5978
;;;;;;;;;;;-29623;8747;-5233;4989
;;;;;;;;;;;-15.64;-3208;-6565;9371
;;;;;;;;;;;-3.82;-17.8;-4554;4.13
;;;;;;;;;;;1392;-9595;-2529;5853
;;;;;;;;;;;6144;-13863;-1075;6659
;;;;;;;;;;;15212;-16221;-4.7;2021
;;;;;;;;;;;18963;-16396;-3861;3366
;;;;;;;;;;;19635;-26151;-4026;7283
;;;;;;;;;;;22.62;-25398;-493;0.36
;;;;;;;;;;;23865;-36229;-3648;-5843
;;;;;;;;;;;23528;-37876;-6366;648
;;;;;;;;;;;18708;-27761;-418;9004
;;;;;;;;;;;15699;-17073;-0.04;10319
;;;;;;;;;;;10463;2631;2717;8896
;;;;;;;;;;;-823;18.44;3004;7798
;;;;;;;;;;;-6803;12042;-299;6229
;;;;;;;;;;;-7.63;-20436;2734;8478
;;;;;;;;;;;-8218;-30398;2878;10.24
;;;;;;;;;;;-10972;-16302;-803;6.26
;;;;;;;;;;;-15103;7265;-94;8546
;;;;;;;;;;;-14018;37.67;-1347;7385
;;;;;;;;;;;-18103;63049;-42;1027
;;;;;;;;;;;-22961;65155;4301;2695
;;;;;;;;;;;-7997;47484;2975;-121
;;;;;;;;;;;8407;35632;3.92;-1637
;;;;;;;;;;;24.28;6937;2798;-1112
;;;;;;;;;;;46362;-8052;615;-5.67
;;;;;;;;;;;53833;-21018;-522;-5047
;;;;;;;;;;;44866;-41871;-2559;-3339
;;;;;;;;;;;40377;-54048;-0.76;-8874
;;;;;;;;;;;31633;-60252;-2544;-16259
;;;;;;;;;;;14513;-30064;-946;-12644
;;;;;;;;;;;12656;-23.38;661;-7544
;;;;;;;;;;;3.92;-13683;-1066;-7203
;;;;;;;;;;;-9336;22871;3988;-1841
;;;;;;;;;;;-15901;34667;1978;-1846
;;;;;;;;;;;-22452;35948;1262;-5346
;;;;;;;;;;;-26384;28282;5146;-2749
;;;;;;;;;;;-36237;25475;1675;334
;;;;;;;;;;;-36812;22.23;2.32;2412
;;;;;;;;;;;-38454;22262;2124;2811
;;;;;;;;;;;-35135;22653;-357;4.44
;;;;;;;;;;;-22811;16801;-453;5093
;;;;;;;;;;;-18629;11247;146;303
;;;;;;;;;;;-10.64;-535;3211;971
;;;;;;;;;;;-6026;-8807;696;2351
;;;;;;;;;;;1254;-20788;-2258;-345
;;;;;;;;;;;2605;-22241;-1815;1367
;;;;;;;;;;;-2.53;-19402;-4559;4261
;;;;;;;;;;;1.22;-17085;-4321;3461
;;;;;;;;;;;-535;-5527;-0.64;-477
;;;;;;;;;;;2317;-2988;-678;2378
;;;;;;;;;;;4102;-642;-2.83;998
;;;;;;;;;;;-65;1265;-3206;-5071
;;;;;;;;;;;5233;4395;-1907;-3467
;;;;;;;;;;;6558;7856;387;-3538
;;;;;;;;;;;5981;88;-961;-1517
;;;;;;;;;;;6964;1445;-2.21;-2159
;;;;;;;;;;;3353;10683;-18;614
;;;;;;;;;;;4369;3724;1337;2349
;;;;;;;;;;;6717;-1146;3937;-3373
;;;;;;;;;;;5001;5637;1.87;961
;;;;;;;;;;;3.96;4279;-1498;1823
;;;;;;;;;;;8872;-5013;-519;-67
;;;;;;;;;;;13777;-13221;-1025;852
;;;;;;;;;;;15964;-15939;-2687;-765
;;;;;;;;;;;17.9;-19755;-826;-3067
;;;;;;;;;;;17055;-24238;1508;-1.24
;;;;;;;;;;;16443;-21243;-827;2526
;;;;;;;;;;;15312;-17882;2717;-1573
;;;;;;;;;;;15549;-23482;2214;-756
;;;;;;;;;;;13981;-21791;-2318;4398
;;;;;;;;;;;5873;-13798;2.34;5513
;;;;;;;;;;;-2118;-8461;1624;1373
;;;;;;;;;;;-3507;-1182;-313;-321
;;;;;;;;;;;-8195;585;2.17;4843
;;;;;;;;;;;-15.77;11.31;425;102
;;;;;;;;;;;-19583;24085;-0.62;-3613
;;;;;;;;;;;-27822;29649;1372;586
;;;;;;;;;;;-33.32;34788;-429;572
;;;;;;;;;;;-42574;44337;-732;1157
;;;;;;;;;;;-52743;51.59;-0.13;4.97
;;;;;;;;;;;-56712;42.9;81;4949
;;;;;;;;;;;-38134;34743;442;201
;;;;;;;;;;;3.79;19247;-2453;-295
;;;;;;;;;;;19575;5789;-1745;1.51
;;;;;;;;;;;25042;-1.72;-2144;836
;;;;;;;;;;;34252;-13899;-641;2624
;;;;;;;;;;;40669;-19639;1174;2.17
;;;;;;;;;;;42982;-21.41;465;388
;;;;;;;;;;;31.9;-15775;1.57;3648
;;;;;;;;;;;30495;-22924;1359;4008
;;;;;;;;;;;26223;-33107;2286;2073
;;;;;;;;;;;18293;-33.7;1934;4288
;;;;;;;;;;;17411;-37.79;3342;3433
;;;;;;;;;;;15418;-35.1;2237;-1762
;;;;;;;;;;;14706;-29812;-1.55;-1697
;;;;;;;;;;;9344;-20874;-633;-1723
;;;;;;;;;;;2695;-12.13;-309;-4259
;;;;;;;;;;;-9314;-266;-3383;-7816
;;;;;;;;;;;-18739;6219;-2388;-10511
;;;;;;;;;;;-19073;-1022;306;-7721
;;;;;;;;;;;-22078;765;-1752;-11205
;;;;;;;;;;;-26.1;13.83;-1854;-13833
;;;;;;;;;;;-29035;29971;-1443;-12358
;;;;;;;;;;;-24265;32181;-771;-10918
;;;;;;;;;;;-18172;35177;-1273;-4548
;;;;;;;;;;;-16703;38951;217;-2196
;;;;;;;;;;;-11065;31.5;-982;3161
;;;;;;;;;;;-9644;28.26;-2241;9191
;;;;;;;;;;;-13848;18747;2707;4705
;;;;;;;;;;;-9305;15573;945;4818
;;;;;;;;;;;-1865;12299;574;9337
;;;;;;;;;;;-327;754;617;6333
;;;;;;;;;;;3394;-3097;1648;4712
;;;;;;;;;;;8066;-10314;3202;4661
;;;;;;;;;;;11211;-14956;2502;3093
;;;;;;;;;;;12846;-14826;2884;3032
;;;;;;;;;;;9333;-20105;2804;1376
;;;;;;;;;;;7924;-25286;-0.1;1547
;;;;;;;;;;;10136;-24705;-3.75;2.68
;;;;;;;;;;;11841;-23333;3491;224
;;;;;;;;;;;10615;-19618;1414;-2113
;;;;;;;;;;;6218;-12081;-1982;-997
;;;;;;;;;;;4.69;-8065;0.16;-528
;;;;;;;;;;;3.46;-6926;-1512;868
;;;;;;;;;;;4732;-5.58;2096;-1648
;;;;;;;;;;;3662;1356;-1585;-3483
;;;;;;;;;;;-4569;9.25;-1773;749
;;;;;;;;;;;-5425;9.67;757;-1711
;;;;;;;;;;;-1.56;8.62;-2203;442
;;;;;;;;;;;3906;8769;-531;3258
;;;;;;;;;;;7745;4734;622;3.39
;;;;;;;;;;;7018;1724;-2106;5483
;;;;;;;;;;;1924;9801;-2802;6303
;;;;;;;;;;;-8.37;13156;-587;5116
;;;;;;;;;;;-9756;5278;-0.41;-3239
;;;;;;;;;;;-5221;3038;-1891;-937
;;;;;;;;;;;328;6524;-1567;-556
;;;;;;;;;;;1261;8224;-2837;-6717
;;;;;;;;;;;-1801;4356;-3163;-3922
;;;;;;;;;;;-1051;881;2661;-3263
;;;;;;;;;;;-848;5052;-1916;-3921
;;;;;;;;;;;234;5446;-4067;-11
;;;;;;;;;;;-2947;-3537;2482;5652
;;;;;;;;;;;-1.1;-2872;1345;2993
;;;;;;;;;;;1275;0.27;1086;3143
;;;;;;;;;;;-5212;448;271;5861
;;;;;;;;;;;-9545;7.29;198;3698
;;;;;;;;;;;-12264;3142;-1127;2621
;;;;;;;;;;;-10671;-1026;-3297;921
;;;;;;;;;;;-6943;-6903;401;2638
;;;;;;;;;;;-2111;-15632;5818;0.83
;;;;;;;;;;;-1519;-10956;5108;-233
;;;;;;;;;;;-2.44;-12093;-363;359
;;;;;;;;;;;-5131;-5708;921;-3028
;;;;;;;;;;;-11.8;3.36;2624;-3452
;;;;;;;;;;;-5405;-12582;285;-5913
;;;;;;;;;;;6652;-30781;-659;-7374
;;;;;;;;;;;25337;-34624;136;-5959
;;;;;;;;;;;37512;-25162;2157;-11275
;;;;;;;;;;;40863;-19542;3455;-15566
;;;;;;;;;;;49994;-22719;1973;-11999
;;;;;;;;;;;44215;-16636;853;-10135
;;;;;;;;;;;47098;-26374;-1058;-6448
;;;;;;;;;;;41588;-29051;-1677;1159
;;;;;;;;;;;16389;-8334;-669;2268
;;;;;;;;;;;5327;-1404;-1152;-43
;;;;;;;;;;;-23711;28273;67;1787
;;;;;;;;;;;-46178;54106;-634;4849
;;;;;;;;;;;-45386;61.72;1032;7437
;;;;;;;;;;;-51576;79127;-4;9792
;;;;;;;;;;;-57642;79533;-1056;9951
;;;;;;;;;;;-63363;82832;889;8713
;;;;;;;;;;;-69541;78.66;-227;6.25
;;;;;;;;;;;-75418;80282;2117;7806
;;;;;;;;;;;-68751;59299;379;8.66
;;;;;;;;;;;-50655;-5898;0.52;4011
;;;;;;;;;;;-33853;-15322;856;4898
;;;;;;;;;;;-22.64;-12915;-1046;6566
;;;;;;;;;;;4217;-31425;-1685;4.2
;;;;;;;;;;;45809;-26969;-2832;94
;;;;;;;;;;;63857;-26.23;2145;-2661
;;;;;;;;;;;74782;-29473;1.16;-3115
;;;;;;;;;;;80547;-46219;-3.02;-3347
;;;;;;;;;;;76479;-72599;-1371;3.03
;;;;;;;;;;;72986;-82381;1154;2211
;;;;;;;;;;;66073;-88547;-1053;-3.12
;;;;;;;;;;;53694;-85569;-933;-1297
;;;;;;;;;;;31082;-64927;-783;-3191
;;;;;;;;;;;19637;-49604;-3313;-1529
;;;;;;;;;;;17638;-38596;2624;-284
;;;;;;;;;;;10649;-26673;114;-1611
;;;;;;;;;;;-1852;-21776;-3176;-506
;;;;;;;;;;;-13586;-13511;207;-1636
;;;;;;;;;;;-24176;4115;138;-706
;;;;;;;;;;;-41071;36265;0.21;-1685
;;;;;;;;;;;-49295;69994;106;-3922
;;;;;;;;;;;-53535;82903;245;-7938
;;;;;;;;;;;-55791;77.53;-3313;-16313
;;;;;;;;;;;-47945;58.99;-2776;-17.29
;;;;;;;;;;;-28.52;48364;-783;-13.3
;;;;;;;;;;;-8866;44844;257;-11223
;;;;;;;;;;;-4672;37972;-1346;-4158
;;;;;;;;;;;-3965;34568;-3126;4162
;;;;;;;;;;;195;21858;1317;8012
;;;;;;;;;;;3636;9844;-679;7357
;;;;;;;;;;;1436;-2875;1086;4757
;;;;;;;;;;;1484;-13913;4609;4495
;;;;;;;;;;;2209;-8.34;3997;4619
;;;;;;;;;;;1715;-12099;642;7806
;;;;;;;;;;;5696;-15951;-2445;7719
;;;;;;;;;;;7304;-15487;-61;7942
;;;;;;;;;;;11929;-22593;96;11093
;;;;;;;;;;;12133;-20999;2592;7901
;;;;;;;;;;;8524;-22116;-659;5545
;;;;;;;;;;;7.14;-25.61;-0.71;1549
;;;;;;;;;;;7649;-20673;4695;-2868
;;;;;;;;;;;11002;-17118;2156;-1742
;;;;;;;;;;;9.2;-12119;985;4112
;;;;;;;;;;;8489;-7967;1.79;4378
;;;;;;;;;;;7023;-8809;642;1638
;;;;;;;;;;;5815;-1357;-1847;4684
;;;;;;;;;;;1.23;7616;3637;1869
;;;;;;;;;;;-3185;5688;3658;-794
;;;;;;;;;;;1208;6213;578;-4433
;;;;;;;;;;;-3126;3871;3.1;-6021
;;;;;;;;;;;-2148;-933;-2.56;-1758
;;;;;;;;;;;-105;5449;-3386;-5051
;;;;;;;;;;;-8761;10553;291;-8402
;;;;;;;;;;;-9421;19577;2665;-7326
;;;;;;;;;;;-12399;28138;-53;-5768
;;;;;;;;;;;-9.46;18444;-3475;-3.76
;;;;;;;;;;;-637;11612;-389;54
;;;;;;;;;;;-3265;8063;-409;-568
;;;;;;;;;;;-1035;3885;-608;-3244
;;;;;;;;;;;3054;9795;-3606;-834
;;;;;;;;;;;1897;7912;-3764;-3385
;;;;;;;;;;;337;1869;-747;-1448
;;;;;;;;;;;-999;-977;-3759;2654
;;;;;;;;;;;981;-3667;-4063;738
;;;;;;;;;;;-425;-4337;-0.68;2472
;;;;;;;;;;;-1.1;-10119;1.91;-3385
;;;;;;;;;;;0.61;-8361;-0.75;-4.07
;;;;;;;;;;;-5.86;-2243;-4.31;1.74
;;;;;;;;;;;-10127;-815;-923;1357
;;;;;;;;;;;-7116;4528;1914;3934
;;;;;;;;;;;-4879;2826;1882;3317
;;;;;;;;;;;-4855;-5183;2109;3.2
;;;;;;;;;;;-5138;-6732;1549;1919
;;;;;;;;;;;-2162;-6706;-685;2481
;;;;;;;;;;;1436;-20283;-1851;3536
;;;;;;;;;;;10182;-43024;-389;1579
;;;;;;;;;;;20986;-47059;-2065;2223
;;;;;;;;;;;35276;-37057;-172;374
;;;;;;;;;;;44168;-34723;4088;4222
;;;;;;;;;;;30139;-34787;2967;1983
;;;;;;;;;;;27668;-26281;1281;-2863
;;;;;;;;;;;22641;-14503;-216;438
;;;;;;;;;;;1962;-3125;1797;2321
;;;;;;;;;;;-14774;11612;2663;2.12
;;;;;;;;;;;-36237;22655;5528;1148
;;;;;;;;;;;-42156;31324;5581;1009
;;;;;;;;;;;-43822;42096;-3053;-3332
;;;;;;;;;;;-44441;53923;-576;163
;;;;;;;;;;;-45166;52363;576;-1766
;;;;;;;;;;;-37502;48741;-3447;-9793
;;;;;;;;;;;29;53.59;1;-3195
;;;;;;;;;;;18235;40.61;0.03;-4395
;;;;;;;;;;;24212;36523;-1761;-7474
;;;;;;;;;;;33297;11363;568;-5252
;;;;;;;;;;;24228;-38939;-1507;-5334
;;;;;;;;;;;23055;-41841;-1909;-3104
;;;;;;;;;;;21369;-28142;-1255;0.11
;;;;;;;;;;;6096;-11306;-1334;2112
;;;;;;;;;;;-0.1;10702;-941;-418
;;;;;;;;;;;-1997;22678;-863;1211
;;;;;;;;;;;5601;16467;-529;2.29
;;;;;;;;;;;14365;-1807;-528;3437
;;;;;;;;;;;10458;-13578;-47;8222
;;;;;;;;;;;15288;-32658;-0.29;5728
;;;;;;;;;;;17389;-48601;412;5022
;;;;;;;;;;;9954;-54364;-46;1985
;;;;;;;;;;;1814;-51987;714;1.83
;;;;;;;;;;;-7998;-44946;314;4582
;;;;;;;;;;;-14529;-30458;751;1643
;;;;;;;;;;;-14215;-28458;3.92;4293
;;;;;;;;;;;-12934;-18422;517;1389
;;;;;;;;;;;-18.15;29.35;1472;4.09
;;;;;;;;;;;-23973;57.71;132;4243
;;;;;;;;;;;-29124;73076;-1052;-2349
;;;;;;;;;;;-29081;75026;-0.21;4148
;;;;;;;;;;;-25536;68432;-0.76;254
;;;;;;;;;;;-22089;58649;2707;-1992
;;;;;;;;;;;-19523;27102;-3871;-374
;;;;;;;;;;;-18403;2934;-368;-2024
;;;;;;;;;;;-4712;-17.53;2041;-1014
;;;;;;;;;;;15834;-27279;-3448;-5375
;;;;;;;;;;;31415;-34.8;-1287;-1549
;;;;;;;;;;;37.58;-32141;-3629;-2917
;;;;;;;;;;;36745;-21417;1665;-5056
;;;;;;;;;;;31.51;-24322;2.14;2304
;;;;;;;;;;;17643;-20165;-1461;-2.4
;;;;;;;;;;;9979;-22592;-1372;-8066
;;;;;;;;;;;2021;-18579;-1624;-6018
;;;;;;;;;;;-8506;-11655;1455;-3134
;;;;;;;;;;;-13018;-16716;-2085;-3687
;;;;;;;;;;;-17699;-16024;-4611;-7433
;;;;;;;;;;;-15093;-14748;-2886;-4677
;;;;;;;;;;;-20484;-10917;-1136;-2449
;;;;;;;;;;;-25807;-6665;-803;263
;;;;;;;;;;;-19685;-5479;2445;5665
;;;;;;;;;;;-17591;-4807;1372;-1089
;;;;;;;;;;;-15.09;264;-303;-1606
;;;;;;;;;;;-5909;6289;3924;3716
;;;;;;;;;;;17981;12352;2717;287
;;;;;;;;;;;27728;29831;3919;2503
;;;;;;;;;;;27124;42948;2248;5156
;;;;;;;;;;;37.24;44396;1282;4.57
;;;;;;;;;;;33729;42683;4628;3832
;;;;;;;;;;;31875;34675;4989;3.74
;;;;;;;;;;;31535;26846;925;2598
;;;;;;;;;;;23832;19148;-648;3021
;;;;;;;;;;;17424;13853;3711;4665
;;;;;;;;;;;12.92;10058;-451;-712
;;;;;;;;;;;12879;667;-2291;875
;;;;;;;;;;;5.13;-8161;-594;1796
;;;;;;;;;;;-3793;-18725;1294;-2626
;;;;;;;;;;;-5765;-17.32;2146;-1692
;;;;;;;;;;;-11312;-16423;-1132;-2801
;;;;;;;;;;;-22.83;-23847;-1.25;-1885
;;;;;;;;;;;-25364;-23.06;-6715;-2747
;;;;;;;;;;;-27583;-27871;-7534;-1.85
;;;;;;;;;;;-33.87;-29454;-205;3.71
;;;;;;;;;;;-26243;-29274;-1253;1462
;;;;;;;;;;;-21505;-32797;-3178;-1877
;;;;;;;;;;;-15942;-40052;-0.9;-1197
;;;;;;;;;;;-9673;-36545;-3271;2.01
;;;;;;;;;;;-12.38;-16777;-3496;2495
;;;;;;;;;;;-7352;-7124;-378;-0.08
;;;;;;;;;;;5697;-5438;67;262
;;;;;;;;;;;10.3;-6104;2534;1.01
;;;;;;;;;;;7.4;;3532;1348
;;;;;;;;;;;9.51;627;2466;2.15
;;;;;;;;;;;8245;5341;688;2648
;;;;;;;;;;;8639;10387;-552;0.25
;;;;;;;;;;;-649;16364;753;1016
;;;;;;;;;;;-10989;44983;-0.37;4553
;;;;;;;;;;;-9616;48294;664;2518
;;;;;;;;;;;-24916;52.05;2991;-315
;;;;;;;;;;;-33702;61272;447;-2151
;;;;;;;;;;;-30041;52789;267;-2055
;;;;;;;;;;;-29677;49434;144;-3807
;;;;;;;;;;;-29217;46824;-2433;-6.85
;;;;;;;;;;;-28336;49.86;-196;-5569
;;;;;;;;;;;-22123;40173;0.99;-5483
;;;;;;;;;;;-14364;28529;2.56;-4412
;;;;;;;;;;;762;20707;4325;-4105
;;;;;;;;;;;21426;9619;-0.76;-3476
;;;;;;;;;;;30.38;-1.98;1355;-2711
;;;;;;;;;;;42136;-1178;2212;288
;;;;;;;;;;;69838;-18389;-1.82;7887
;;;;;;;;;;;72.46;-105608;2279;3847
;;;;;;;;;;;75988;-185513;-2132;2953
;;;;;;;;;;;109373;-232.66;-3665;4248
;;;;;;;;;;;101.05;-196002;3.56;792
;;;;;;;;;;;72822;-86405;-325;4694
;;;;;;;;;;;61887;-37965;-3105;1299
;;;;;;;;;;;33427;19735;-0.11;2149
;;;;;;;;;;;4617;88415;-496;4488
;;;;;;;;;;;-18222;110575;-3095;-376
;;;;;;;;;;;-52396;112514;-862;1228
;;;;;;;;;;;-76091;90745;2988;85
;;;;;;;;;;;-84721;80744;-1.09;-2211
;;;;;;;;;;;-103293;52633;-3417;-5.78
;;;;;;;;;;;-111068;5587;-1167;-5761
;;;;;;;;;;;-90571;-12821;2315;464
;;;;;;;;;;;-70133;-26.68;1966;-153
;;;;;;;;;;;-56344;-31592;-4377;349
;;;;;;;;;;;-42104;-18983;-992;-742
;;;;;;;;;;;-22138;8695;1238;-3051
;;;;;;;;;;;6804;31998;-927;-1339
;;;;;;;;;;;24326;37225;832;-3573
;;;;;;;;;;;30492;40363;-1019;-1938
;;;;;;;;;;;36799;26238;647;-1162
;;;;;;;;;;;29137;15555;-1295;-2573
;;;;;;;;;;;21302;18773;-5477;1.19
;;;;;;;;;;;15304;6958;1396;-217
;;;;;;;;;;;8474;-597;3903;-2599
;;;;;;;;;;;16929;-3777;-2041;2033
;;;;;;;;;;;19814;-10395;963;5971
;;;;;;;;;;;18758;-13483;3915;4204
;;;;;;;;;;;24644;-19897;985;2262
;;;;;;;;;;;26936;-28308;3962;3284
;;;;;;;;;;;23172;-35215;3.94;4687
;;;;;;;;;;;16751;-32991;1164;2425
;;;;;;;;;;;15626;-31582;662;0.89
;;;;;;;;;;;15799;-33.92;1571;4.76
;;;;;;;;;;;11407;-33406;513;3157
;;;;;;;;;;;8637;-28275;-1104;-2014
;;;;;;;;;;;7514;-18986;531;-796
;;;;;;;;;;;-1639;-13147;-797;0.53
;;;;;;;;;;;-8394;-615;0.76;-1678
;;;;;;;;;;;-8805;8367;-588;14
;;;;;;;;;;;-14876;15408;-1.92;578
;;;;;;;;;;;-15847;27126;-417;-3624
;;;;;;;;;;;-15138;28845;-4511;-3214
;;;;;;;;;;;-19612;27.85;-3306;-1182
;;;;;;;;;;;-12374;24087;-3979;-748
;;;;;;;;;;;-7758;19781;-3097;1.21
;;;;;;;;;;;-9735;16376;2766;1776
;;;;;;;;;;;-1856;8968;0.17;-2.55
;;;;;;;;;;;2012;5632;-2715;-1864
;;;;;;;;;;;1043;10611;0.32;-95
;;;;;;;;;;;1.43;10249;1.1;-5546
;;;;;;;;;;;3815;6044;-2608;-3726
;;;;;;;;;;;976;8569;1817;-14
;;;;;;;;;;;3193;-1825;3789;-1186
;;;;;;;;;;;13052;-14986;-679;-3651
;;;;;;;;;;;11428;-13118;1.14;-1796
;;;;;;;;;;;16.05;-5259;2766;2097
;;;;;;;;;;;13269;-271;4846;-2525
;;;;;;;;;;;3587;3715;2945;-1218
;;;;;;;;;;;-3319;14968;-571;2817
;;;;;;;;;;;-18453;18004;-15;-1.36
;;;;;;;;;;;-25785;23079;102;-1031
;;;;;;;;;;;-34822;31461;204;4614
;;;;;;;;;;;-41753;33003;544;4543
;;;;;;;;;;;-39277;34852;644;1186
;;;;;;;;;;;-29817;26114;0.67;-1888
;;;;;;;;;;;-19249;12677;-1.76;-2479
;;;;;;;;;;;-8.67;-606;-5633;1234
;;;;;;;;;;;7073;-7613;-0.97;-187
;;;;;;;;;;;18448;-28.44;262;1502
;;;;;;;;;;;33.68;-57057;-275;5128
;;;;;;;;;;;42314;-66326;3179;4884
;;;;;;;;;;;45.14;-77283;122;7504
;;;;;;;;;;;47702;-77175;0.2;5035
;;;;;;;;;;;44.37;-71166;123;926
;;;;;;;;;;;37883;-64086;-2501;1838
;;;;;;;;;;;25077;-47.47;-3294;825
;;;;;;;;;;;16015;-27167;-1965;1447
;;;;;;;;;;;8.81;-11798;-725;4043
;;;;;;;;;;;459;-9489;-1465;-2187
;;;;;;;;;;;-13497;5498;-1.2;-1901
;;;;;;;;;;;-21344;23.06;-1175;0.34
;;;;;;;;;;;-23141;35386;-1496;-7975
;;;;;;;;;;;-34259;46369;-1172;-9286
;;;;;;;;;;;-38429;50186;1.49;-8148
;;;;;;;;;;;-38391;51805;1671;-6398
;;;;;;;;;;;-40943;49893;1509;-2419
;;;;;;;;;;;-42847;46009;1344;-3391
;;;;;;;;;;;-40174;43.87;1484;-2978
;;;;;;;;;;;-41171;41518;1094;2.65
;;;;;;;;;;;-30343;26284;1284;2651
;;;;;;;;;;;838;22.89;4089;2334
;;;;;;;;;;;18991;665;896;2283
;;;;;;;;;;;31095;-56258;1.05;-1333
;;;;;;;;;;;39981;-72603;-2634;2075
;;;;;;;;;;;49625;-54554;-2036;-2118
;;;;;;;;;;;63457;-21.06;3195;-1196
;;;;;;;;;;;59345;24906;-2257;3258
;;;;;;;;;;;52695;59732;36;-1587
;;;;;;;;;;;50761;71461;352;-0.39
;;;;;;;;;;;44885;61701;3217;-2311
;;;;;;;;;;;38975;45231;5929;2387
;;;;;;;;;;;21836;30612;235;5902
;;;;;;;;;;;-897;16973;-694;2241
;;;;;;;;;;;-22379;6181;121;1696
;;;;;;;;;;;-44.41;7999;-919;2043
;;;;;;;;;;;-63023;9834;-6.41;6815
;;;;;;;;;;;-79.26;8651;-945;1632
;;;;;;;;;;;-81.69;-1511;-763;-173
;;;;;;;;;;;-74474;-6177;-4048;4038
;;;;;;;;;;;-63212;2905;1897;-816
;;;;;;;;;;;-48156;-9.15;1875;84
;;;;;;;;;;;-35576;-35566;1713;1728
;;;;;;;;;;;-30695;-83447;-4766;-911
;;;;;;;;;;;-17.47;-141931;-1374;-1861
;;;;;;;;;;;8943;-170447;807;-1941
;;;;;;;;;;;21854;-138181;-1435;-2433
;;;;;;;;;;;33857;-79139;3457;-6013
;;;;;;;;;;;36452;-46.19;-1766;-3131
;;;;;;;;;;;34.61;2842;256;-764
;;;;;;;;;;;51.31;44774;-2399;-3988
;;;;;;;;;;;57.06;66109;-2719;1505
;;;;;;;;;;;48299;88802;3004;1174
;;;;;;;;;;;45587;88858;-2633;0.75
;;;;;;;;;;;46027;80057;-668;6274
;;;;;;;;;;;43224;58615;3.35;-0.02
;;;;;;;;;;;47474;37189;2157;-931
;;;;;;;;;;;37785;33897;-247;2238
;;;;;;;;;;;18504;30982;2256;-1949
;;;;;;;;;;;10993;17996;2052;-1693
;;;;;;;;;;;-4278;2867;-522;-2953
;;;;;;;;;;;-21651;-4219;1218;-5607
;;;;;;;;;;;-30318;-10303;-0.23;-0.89
;;;;;;;;;;;-29445;-11034;529;-231
;;;;;;;;;;;-31958;-5426;-0.1;-1924
;;;;;;;;;;;-37235;671;0.09;-0.93
;;;;;;;;;;;-39898;2246;-176;-2953
;;;;;;;;;;;-42214;58;-3176;-1572
;;;;;;;;;;;-38682;-2482;-413;-826
;;;;;;;;;;;-35321;-664;-104;851
;;;;;;;;;;;-25286;5172;-735;1475
;;;;;;;;;;;-19613;-1549;3079;124
;;;;;;;;;;;-15277;-8564;2001;4003
;;;;;;;;;;;-4166;-11793;166;2405
;;;;;;;;;;;3437;-19086;1676;3.64
;;;;;;;;;;;8123;-18993;372;1.63
;;;;;;;;;;;9202;-23369;1365;278
;;;;;;;;;;;17.32;-32282;-2448;4061
;;;;;;;;;;;17485;-30687;-5103;-13
