name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;-173.45;171.18;-2.679;13.299;-52.356;-247.093
;-173.44;171.34;-2.823;9.515;31.487;-263.967
;-173.42;171.49;-1.213;1.899;111.895;-277.934
;-173.4;171.61;4.688;-4.552;169.58;-251.819
;-173.38;171.71;3.233;-6.505;226.811;-173.833
;-173.36;171.78;0.52;-4.16;242.066;-112.499
;-173.34;171.84;1.499;3.501;255.371;-54.44
;-173.32;171.88;-6.309;7.84;266.023;6.286
;-173.3;171.91;-6.259;0.944;271.054;28.24
;-173.29;171.93;2.392;-8.131;276.028;25.138
;-173.27;171.93;4.719;-8.312;270.534;15.956
;-173.25;171.92;1.749;-5.452;289.82;12.91
;-173.23;171.9;-2.411;-2.925;300.221;10.44
;-173.22;171.86;6.958;-8.441;314.292;-10.397
;-173.2;171.81;18.477;-22.831;286.97;21.18
;-173.19;171.75;21.013;-29.413;293.624;89.217
;-173.18;171.68;27.205;-39.924;215.914;156.406
;-173.17;171.57;19.35;-28.689;-37.363;208.577
;-173.16;171.45;11.152;-25.838;-110.55;124.814
;-173.15;171.33;5.199;-19.041;-124.249;22.431
;-173.14;171.2;-8.495;23.128;-187.111;-1.244
;-173.13;171.06;-12.09;23.901;-205.106;-16.387
;-173.13;170.93;-16.59;27.201;-239.155;-7.658
;-173.12;170.79;-14.1;35.719;-246.339;-9.087
;-173.12;170.66;-10.08;23.046;-255.353;-12.932
;-173.12;170.54;-7.223;20.073;-282.113;-1.317
;-173.12;170.42;-1.126;16.273;-300.474;14.696
;-173.12;170.31;-0.998;17.598;-304.135;44.547
;-173.12;170.22;1.21;15.653;-311.798;78.81
;-173.12;170.14;1.289;16.332;-289.354;89.199
;-173.12;170.06;3.135;14.879;-249.97;59.58
;-173.12;170;5.791;13.147;-202.609;46.984
;-173.12;169.95;10.699;11.031;-130.25;33.903
;-173.12;169.91;6.535;4.611;-103.724;-1.833
;-173.12;169.87;-7.056;10.565;-75.387;-23.109
;-173.12;169.84;-11.616;5.67;-48.588;-47.954
;-173.12;169.81;-19.475;-4.74;-20.496;-56.634
;-173.13;169.79;-23.863;-5.576;40.108;-51.459
;-173.13;169.76;-26.502;-7.107;71.626;-42.875
;-173.13;169.74;-24.004;-7.794;89.399;-43.465
;-173.13;169.71;-12.53;-8.938;109.216;-7.288
;-173.14;169.68;-8.99;-10.29;127.994;119.827
;-173.14;169.65;1.207;-13.531;139.392;197.236
;-173.14;169.61;11.923;-19.189;138.371;203.128
;-173.14;169.58;11.927;-18.101;148.033;124.132
;-173.15;169.54;11.075;-15.931;170.634;-26.114
;-173.15;169.49;4.499;-13.738;176.468;-85.484
;-173.15;169.45;-2.204;-3.48;173.356;-114.075
;-173.16;169.41;-8.569;2.362;164.274;-146.324
;-173.16;169.37;-12.371;5.929;129.079;-144.984
;-173.16;169.32;-8.695;17.716;99.848;-124.418
;-173.16;169.28;-3.799;15.367;75.877;-73.413
;-173.17;169.24;7.2;-7.714;78.846;-30.621
;-173.17;169.19;5.359;-39.903;82.577;-16.909
;-173.17;169.15;-7.122;-61.488;58.206;-14.129
;-173.18;169.11;-15.362;-43.171;51.485;2.283
;-173.18;169.07;-11.735;-17.166;34.955;16.229
;-173.18;169.03;11.144;5.274;16.59;14.092
;-173.18;168.99;21.1;33.261;-2.822;19.663
;-173.19;168.95;29.439;43.66;-13.4;36.092
;-173.19;168.91;39.256;46.927;-14.537;44.9
;-173.19;168.87;39.29;41.193;-30.136;39.797
;-173.19;168.84;42.959;23.835;-36.673;39.288
;-173.19;168.8;40.43;4.267;-55.969;36.947
;-173.19;168.76;38.465;-11.604;-78.457;27.22
;-173.19;168.72;29.629;-14.391;-100.587;21.103
;-173.19;168.68;13.349;-4.3;-125.013;14.72
;-173.18;168.64;3.808;-2.027;-133.283;16.885
;-173.18;168.6;-1.911;-9.88;-124.857;23.331
;-173.18;168.56;-9.262;-7.566;-107.772;12.257
;-173.18;168.52;-16.898;-9.928;-97.314;-2.18
;-173.18;168.48;-21.844;-9.381;-88.584;-13.808
;-173.18;168.45;-31.901;1.909;-79.94;-30.691
;-173.19;168.41;-30.919;1.611;-57.343;-48.298
;-173.19;168.37;-28.631;1.396;-39.172;-61.603
;-173.19;168.34;-39.727;9.738;-20.464;-62.703
;-173.19;168.31;-37.929;7.447;15.75;-63.265
;-173.2;168.28;-30.006;8.54;24.818;-53.044
;-173.2;168.26;-25.966;14.293;26.48;-40.711
;-173.21;168.25;-17.329;7.058;35.193;-58.332
;-173.21;168.25;-5.05;-2.483;39.329;-63.439
;-173.22;168.27;1.226;-13.144;53.626;-58.988
;-173.22;168.29;-2.841;-12.175;57.54;-71.613
;-173.23;168.33;0.901;-11.807;61.616;-72.285
;-173.24;168.37;5.343;-15.061;75.133;-69.95
;-173.24;168.42;0.064;-7.018;80.756;-60.104
;-173.25;168.47;-1.981;-5.322;79.907;-41.603
;-173.26;168.53;1.772;-4.617;74.324;-24.341
;-173.26;168.58;9.038;-1.647;65.657;-0.608
;-173.27;168.64;6.115;-1.411;45.789;33.148
;-173.28;168.7;1.395;-4.073;32.175;84.883
;-173.29;168.76;4.032;-0.574;7.961;110.571
;-173.29;168.82;2.678;2.895;-30.011;114.065
;-173.3;168.89;1.848;0.745;-51.05;129.157
;-173.3;168.95;0.513;7.092;-68.656;145.903
;-173.31;169.01;-0.345;8.469;-69.568;151.419
;-173.32;169.07;4.153;2.418;-61.965;131.588
;-173.32;169.13;6.663;0.903;-53.962;116.313
;-173.33;169.19;4.468;7.267;-49.409;99.251
;-173.33;169.26;7.377;11.839;-41.594;79.223
;-173.33;169.32;7.738;9.156;-11.913;67.745
;-173.34;169.39;4.731;13.562;4.062;42.854
;-173.34;169.45;7.891;20.187;4.79;21.841
;-173.34;169.52;7.846;18.339;8.996;0.529
;-173.35;169.59;11.05;21.726;10.034;-23.286
;-173.35;169.65;16.697;22.973;4.122;-39.055
;-173.35;169.72;20.143;16.77;6.691;-52.835
;-173.35;169.79;22.079;18.02;5.181;-57.968
;-173.35;169.86;22.645;8.411;0.531;-58.438
;-173.35;169.93;24.005;9.354;12.562;-56.756
;-173.35;170;21.452;15.171;15.806;-53.427
;-173.35;170.06;25.483;-0.17;17.266;-54.464
;-173.34;170.13;28.777;-9.145;21.53;-57.349
;-173.34;170.2;20.195;-29.03;25.453;-64.015
;-173.34;170.26;7.69;-43.229;29.963;-65.093
;-173.33;170.32;-1.288;-49.298;27.717;-55.307
;-173.33;170.38;-7.946;-59.743;31.899;-37.553
;-173.32;170.43;-17.563;-54.49;29.97;-19.867
;-173.31;170.48;-24.302;-46.644;24.267;-15.384
;-173.31;170.53;-28.642;-35.174;25.822;-13.957
;-173.3;170.57;-26.062;-28.527;19.343;-23.572
;-173.29;170.61;-22.097;-19.107;11.981;-35.43
;-173.28;170.65;-19.463;-5.044;4.756;-49.967
;-173.27;170.67;-13.11;5.759;-5.598;-66.66
;-173.26;170.7;-16.821;15.098;-10.329;-45.447
;-173.24;170.71;-23.012;20.687;-17.841;-18.985
;-173.23;170.73;-24.157;26.205;-22.92;-13.294
;-173.22;170.73;-27.007;28.689;-18.687;-15.751
;-173.2;170.73;-28.872;37.721;-20.798;-15.376
;-173.19;170.72;-28.017;39.242;-26.628;4.609
;-173.17;170.7;-30.572;43.409;-28.657;21.796
;-173.16;170.68;-35.101;46.683;-32.398;36.106
;-173.14;170.65;-34.974;36.87;-37.313;51.716
;-173.12;170.62;-32.638;30.006;-38.974;57.434
;-173.1;170.59;-29.355;14.837;-37.547;64.844
;-173.09;170.55;-29.543;8.022;-36.963;56.534
;-173.07;170.5;-34.916;1.967;-32.405;45.542
;-173.05;170.46;-40.82;-9.972;-26.172;39.732
;-173.03;170.41;-42.169;-16.87;-21.787;18.304
;-173.01;170.36;-35.285;-30.27;-18.724;7
;-172.99;170.3;-29.407;-47.487;-20.88;1.68
;-172.98;170.24;-6.402;-53.045;-14.482;1.12
;-172.96;170.19;61.934;-61.949;-4.78;8.253
;-172.94;170.13;119.974;-90.672;5.114;18.516
;-172.92;170.07;139.589;-75.582;20.676;22.931
;-172.9;170.01;147.005;-35.387;27.855;12.528
;-172.88;169.95;135.93;10.014;40.366;11.973
;-172.87;169.89;123.782;72.855;50.811;7.451
;-172.85;169.84;100.309;87.111;42.141;5.946
;-172.83;169.78;74.543;101.6;37.239;9.34
;-172.82;169.72;57.414;97.37;32.214;1.315
;-172.8;169.66;29.605;47.47;24.238;2.822
;-172.78;169.6;19.404;25.549;29.04;6.757
;-172.77;169.55;7.079;-0.535;27.327;3.257
;-172.75;169.49;-8.029;-14.584;23.316;-2.833
;-172.74;169.43;-20.932;-14.701;34.254;-1.826
;-172.72;169.38;-47.093;-11.122;39.56;-3.178
;-172.71;169.32;-63.834;2.12;35.736;-15.799
;-172.69;169.27;-76.913;-19.976;25.37;-16.037
;-172.68;169.21;-85.004;-39.128;10.063;-14.404
;-172.66;169.16;-91.815;-35.384;2.204;-23.068
;-172.65;169.1;-91.072;-18.452;0.068;-25.7
;-172.64;169.05;-76.692;7.102;-5.419;-30.486
;-172.63;169;-64.121;20.868;-16.067;-25.373
;-172.62;168.95;-53.258;21.285;-22.261;-13.723
;-172.61;168.9;-44.607;7.804;-26.297;-7.428
;-172.6;168.85;-27.859;4.07;-36.193;11.744
;-172.59;168.8;-14.31;0.635;-43.155;15.882
;-172.58;168.76;-9.968;-10.731;-41.262;21.127
;-172.58;168.72;-4.032;-13.081;-36.063;29.428
;-172.57;168.68;3.248;-16.968;-34.585;8.135
;-172.57;168.65;14.032;-21.183;-32.863;-6.49
;-172.56;168.61;20.86;-29.927;-25.57;-8.7
;-172.56;168.58;24.648;-39.25;-18.264;-8.573
;-172.56;168.55;27.473;-43.256;-11.284;-16.701
;-172.56;168.53;24.878;-39.777;-1.536;-29.045
;-172.56;168.51;20.162;-29.049;5.091;-27.575
;-172.57;168.49;20.988;-25.927;1.943;-24.738
;-172.57;168.48;23.819;-17.967;1.975;-28.327
;-172.58;168.47;19.235;-3.76;4.507;-32.353
;-172.58;168.46;14.182;5.342;-2.112;-27.57
;-172.59;168.45;7.418;17.764;0.015;-26.822
;-172.6;168.45;-5.289;37.654;8.374;-18.654
;-172.62;168.45;-11.264;48.243;16.171;1.751
;-172.63;168.46;-9.596;51.1;21.344;8.047
;-172.64;168.47;-5.897;54.164;19.181;14.139
;-172.66;168.48;-4.555;48.666;24.685;19.05
;-172.67;168.5;-3.999;41.893;27.68;26.535
;-172.69;168.51;0.847;30.415;15.433;42.424
;-172.71;168.53;3.901;23.764;-1.11;33.552
;-172.72;168.56;6.723;18.096;-6.378;35.488
;-172.74;168.58;8.873;2.762;-8.345;32.792
;-172.76;168.61;9.982;-0.351;-13.03;-10.524
;-172.78;168.63;11.238;-2.754;-9.058;-12.198
;-172.79;168.66;10.526;-12.418;-7.499;3.47
;-172.81;168.7;14.343;-20.521;-9.17;3.445
;-172.83;168.73;26.717;-27.235;-8.019;10.45
;-172.84;168.76;36.8;-32.044;-5.509;5.978
;-172.86;168.8;40.039;-35.535;-5.031;7.882
;-172.87;168.83;41.654;-31.096;-7.315;1.748
;-172.89;168.87;35.14;-25;-7.404;-3.98
;-172.9;168.9;31.798;-23.743;-2.311;9.549
;-172.91;168.94;21.341;-20.252;3.613;14.84
;-172.92;168.98;-5.36;-12.966;3.368;11.279
;-172.93;169.01;-19.745;-5.916;6.641;8.805
;-172.93;169.05;-30.089;1.355;9.817;4.085
;-172.94;169.08;-38.898;8.742;10.93;-0.645
;-172.94;169.11;-39.505;7.038;14.11;0.23
;-172.94;169.15;-39.309;5.227;13.326;-4.262
;-172.94;169.18;-36.801;7.272;10.226;-3.685
;-172.94;169.21;-33.447;5.085;7.575;-5.002
;-172.93;169.23;-28.219;2.089;10.523;-8.177
;-172.93;169.26;-21.459;-0.826;12.06;-5.862
;-172.92;169.28;-10.762;0.634;8.8;-7.599
;-172.91;169.3;-6.533;-0.012;5.175;-3.898
;-172.9;169.32;-6.022;-0.355;4.943;-8.437
;-172.89;169.34;1.998;1.589;5.285;-5.713
;-172.88;169.36;4.483;1.986;-1.16;-1.57
;-172.86;169.37;10.161;1.046;-3.173;-5.846
;-172.85;169.38;11.627;-1.702;-3.439;-2.41
;-172.83;169.39;8.596;4.48;-5.066;-1.934
;-172.81;169.4;12.467;7.07;-8.113;4.275
;-172.8;169.4;6.482;8.576;-6.807;8.571
;-172.78;169.4;0.924;9.986;0.081;11.922
;-172.76;169.4;-2.244;9.895;-2.426;16.172
;-172.74;169.4;-1.477;16.425;-0.648;16.831
;-172.72;169.4;-1.982;14.247;-1.199;14.612
;-172.7;169.39;-7.094;14.095;-4.509;12.187
;-172.68;169.39;-1.745;15.261;-0.005;12.999
;-172.66;169.38;-3.584;15.128;0.431;12.9
;-172.64;169.37;-4.482;19.011;-1.904;14.092
;-172.62;169.36;-3.098;16.146;-1.461;6.512
;-172.6;169.35;-4.013;7.001;-0.871;1.943
;-172.58;169.34;3.832;-1.633;-7.138;-6.807
;-172.56;169.32;2.748;0.695;-6.426;-17.992
;-172.54;169.31;-1.071;4.627;-10.292;-26.749
;-172.51;169.3;3.574;6.096;-12.777;-30.883
;-172.49;169.28;3.8;7.071;-7.642;-34.711
;-172.47;169.26;-1.348;4.553;-14.019;-42.989
;-172.45;169.25;3.009;-0.569;-14.515;-34.049
;-172.43;169.23;9.76;-13.322;-13.198;-47.649
;-172.4;169.21;11.834;-21.496;-6.481;-47.022
;-172.38;169.19;15.566;-22.972;-19.226;-59.291
;-172.36;169.18;17.885;-28.155;-23.898;-59.072
;-172.34;169.16;19.232;-36.681;11.4;24.57
;-172.31;169.15;15.026;-39.128;16.054;37.099
;-172.29;169.13;8.368;-29.758;11.244;19.679
;-172.27;169.12;-2.779;-14.448;11.843;29.522
;-172.24;169.1;-11.085;0.937;7.984;21.149
;-172.22;169.09;-7.675;-0.19;9.933;20.703
;-172.2;169.07;-2.453;-12.258;7.581;13.001
;-172.17;169.06;3.51;-14.612;13.796;14.77
;-172.15;169.04;3.297;-13.926;9.859;19.426
;-172.13;169.03;6.12;-17.442;5.277;18.598
;-172.11;169.01;9.142;-16.306;8.622;15.798
;-172.09;168.99;3.081;-14.55;3.008;17.063
;-172.07;168.98;2.738;-16.181;3.935;17.875
;-172.05;168.96;3.418;-5.69;4;10.1
;-172.04;168.95;-0.572;-1.029;2.054;10.802
;-172.02;168.93;-8.441;0.12;2.156;9.849
;-172.01;168.92;-16.253;26.323;;10.417
;-171.99;168.9;-20.348;46.163;0.581;10.073
;-171.98;168.89;-19.778;47.637;-2.105;7.727
;-171.97;168.88;-13.986;49.57;-0.755;10.823
;-171.96;168.87;-11.221;44.635;2.042;11.996
;-171.95;168.86;-7.982;32.089;-1.928;9.153
;-171.94;168.84;-2.925;20.547;-2.799;7.749
;-171.94;168.83;0.573;12.337;-3.014;8.257
;-171.93;168.82;2.015;6.31;-1.15;4.105
;-171.93;168.81;2.313;-0.385;2.111;2.004
;-171.93;168.8;3.564;-4.061;-2.229;-5.159
;-171.93;168.8;3.335;-3.019;-4.989;-15.849
;-171.93;168.79;4.708;-7.313;0.058;-13.916
;-171.93;168.78;3.674;-11.047;0.361;-8.534
;-171.93;168.77;5.312;-9.447;-3.621;-9.882
;-171.94;168.77;6.503;-6.127;-3.309;-13.153
;-171.94;168.76;2.178;-1.149;-1.063;-11.579
;-171.94;168.76;2.677;-0.663;-0.578;-8.309
;-171.94;168.75;-1.662;-0.915;1.513;-3.722
;-171.95;168.75;-1.628;-0.833;2.366;-3.339
;-171.95;168.74;0.009;0.331;-2.04;-7.98
;-171.96;168.74;-3.361;-0.443;-0.754;-4.477
;-171.96;168.74;4.219;-6.879;0.672;0.152
;-171.96;168.74;6.702;-14.826;2.194;0.512
;-171.97;168.73;1.825;-22.794;6.683;-0.959
;-171.97;168.73;0.933;-19.35;4.885;-0.74
;-171.97;168.73;2.095;-10.69;0.663;0.922
;-171.98;168.73;1;-7.903;1.103;-8.254
;-171.98;168.73;-1.101;-7.653;4.081;-18.905
;-171.98;168.72;-2.197;-8.265;0.167;-21.996
;-171.98;168.72;-4.611;-4.581;1.341;-17.43
;-171.98;168.72;-2.432;1.013;2.288;-11.147
;-171.98;168.72;-5.2;4.56;1.401;-10.062
;-171.98;168.72;-5.85;4.451;1.541;-3.392
;-171.98;168.72;0.42;7.372;-11.328;3.275
;-171.98;168.72;-3.228;8.077;-14.277;4.289
;-171.98;168.72;-6.023;3.834;-9.165;1.198
;-171.98;168.73;-3.751;8.619;-8.314;2.569
;-171.98;168.73;-2.87;6.332;-7.324;8.51
;-171.97;168.73;-4.216;2.732;-5.406;6.773
;-171.97;168.73;-2.407;5.779;-2.449;9.944
;-171.96;168.73;1.721;5.532;-2.707;10.776
;-171.96;168.73;-1.579;5.365;-0.45;5.517
;-171.95;168.73;-4.222;4.559;-0.354;5.462
;-171.95;168.73;-3.486;5.05;-1.198;4.396
;-171.94;168.73;-3.436;-0.134;1.663;6.37
;-171.94;168.73;-1.974;-1.544;4.531;6.489
;-171.93;168.73;-2.002;-2.155;3.477;4.399
;-171.92;168.73;-0.1;0.638;1.257;8.626
;-171.91;168.72;6.255;4.942;5.285;11.956
;-171.9;168.72;8.326;-7.144;4.234;13.792
;-171.89;168.72;8.988;-12.518;1.128;13.717
;-171.88;168.71;11.025;-15.731;4.116;12.664
;-171.87;168.71;9.201;-11.487;0.401;9.693
;-171.86;168.71;4.929;2.723;0.823;5.189
;-171.85;168.7;0.651;4.757;6.283;5.967
;-171.84;168.69;2.305;-0.752;3.567;3.692
;-171.83;168.69;10.947;-10.16;6.482;-0.71
;-171.81;168.68;18.46;-13.625;6.251;-0.972
;-171.8;168.67;15.379;-13.261;0.918;-1.349
;-171.79;168.67;13.282;-14.265;2.841;-5.603
;-171.77;168.66;19.98;-10.655;1.765;-8.506
;-171.76;168.65;14.376;0.358;-0.382;-10.117
;-171.75;168.65;9.2;3.963;-0.338;-10.034
;-171.73;168.64;12.44;-3.713;-0.257;-5.307
;-171.72;168.63;7.477;-3.093;-2.409;-5.945
;-171.71;168.62;4.321;1.128;-2.906;-6.728
;-171.69;168.61;-0.724;5.192;-1.44;-11.477
;-171.68;168.61;-7.008;14.883;-2.169;-14.647
;-171.66;168.6;-9.339;22.639;2.504;-11.011
;-171.65;168.59;-18.598;28.412;-1.128;-10.854
;-171.64;168.58;-21.491;36.815;-2.939;-7.434
;-171.63;168.57;-21.335;32.632;3.251;-7.769
;-171.61;168.57;-27.952;22.93;-2.379;-9.933
;-171.6;168.56;-27.623;15.369;1.606;-8.381
;-171.59;168.55;-28.682;5.469;4.29;-3.231
;-171.58;168.54;-34.472;7.439;2.95;-3.203
;-171.57;168.54;-35.898;9.035;4.917;-5.978
;-171.56;168.54;-29.623;8.747;-5.233;4.989
;-171.55;168.54;-15.64;-3.208;-6.565;9.371
;-171.54;168.55;-3.82;-17.8;-4.554;4.13
;-171.53;168.55;1.392;-9.595;-2.529;5.853
;-171.52;168.55;6.144;-13.863;-1.075;6.659
;-171.51;168.55;15.212;-16.221;-4.7;2.021
;-171.51;168.55;18.963;-16.396;-3.861;3.366
;-171.5;168.55;19.635;-26.151;-4.026;7.283
;-171.49;168.55;22.62;-25.398;-0.493;0.36
;-171.49;168.55;23.865;-36.229;-3.648;-5.843
;-171.48;168.55;23.528;-37.876;-6.366;0.648
;-171.48;168.54;18.708;-27.761;-0.418;9.004
;-171.47;168.54;15.699;-17.073;-0.04;10.319
;-171.47;168.54;10.463;2.631;2.717;8.896
;-171.47;168.53;-0.823;18.44;3.004;7.798
;-171.46;168.53;-6.803;12.042;-0.299;6.229
;-171.46;168.52;-7.63;-20.436;2.734;8.478
;-171.46;168.52;-8.218;-30.398;2.878;10.24
;-171.46;168.52;-10.972;-16.302;-0.803;6.26
;-171.46;168.51;-15.103;7.265;-0.094;8.546
;-171.46;168.51;-14.018;37.67;-1.347;7.385
;-171.46;168.51;-18.103;63.049;-0.042;1.027
;-171.45;168.5;-22.961;65.155;4.301;2.695
;-171.45;168.5;-7.997;47.484;2.975;-0.121
;-171.45;168.5;8.407;35.632;3.92;-1.637
;-171.45;168.49;24.28;6.937;2.798;-1.112
;-171.45;168.49;46.362;-8.052;0.615;-5.67
;-171.45;168.49;53.833;-21.018;-0.522;-5.047
;-171.45;168.49;44.866;-41.871;-2.559;-3.339
;-171.45;168.48;40.377;-54.048;-0.76;-8.874
;-171.44;168.48;31.633;-60.252;-2.544;-16.259
;-171.44;168.48;14.513;-30.064;-0.946;-12.644
;-171.44;168.48;12.656;-23.38;0.661;-7.544
;-171.43;168.48;3.92;-13.683;-1.066;-7.203
;-171.42;168.48;-9.336;22.871;3.988;-1.841
;-171.42;168.48;-15.901;34.667;1.978;-1.846
;-171.41;168.48;-22.452;35.948;1.262;-5.346
;-171.4;168.48;-26.384;28.282;5.146;-2.749
;-171.4;168.48;-36.237;25.475;1.675;0.334
;-171.39;168.48;-36.812;22.23;2.32;2.412
;-171.38;168.48;-38.454;22.262;2.124;2.811
;-171.37;168.48;-35.135;22.653;-0.357;4.44
;-171.36;168.48;-22.811;16.801;-0.453;5.093
;-171.35;168.48;-18.629;11.247;0.146;0.303
;-171.34;168.49;-10.64;-0.535;3.211;0.971
;-171.33;168.49;-6.026;-8.807;0.696;2.351
;-171.32;168.49;1.254;-20.788;-2.258;-0.345
;-171.31;168.49;2.605;-22.241;-1.815;1.367
;-171.31;168.49;-2.53;-19.402;-4.559;4.261
;-171.3;168.5;1.22;-17.085;-4.321;3.461
;-171.29;168.5;-0.535;-5.527;-0.64;-0.477
;-171.29;168.5;2.317;-2.988;-0.678;2.378
;-171.28;168.51;4.102;-0.642;-2.83;0.998
;-171.28;168.51;-0.065;1.265;-3.206;-5.071
;-171.28;168.51;5.233;4.395;-1.907;-3.467
;-171.28;168.52;6.558;7.856;0.387;-3.538
;-171.28;168.52;5.981;0.088;-0.961;-1.517
;-171.29;168.53;6.964;1.445;-2.21;-2.159
;-171.29;168.53;3.353;10.683;-0.018;0.614
;-171.3;168.53;4.369;3.724;1.337;2.349
;-171.31;168.54;6.717;-1.146;3.937;-3.373
;-171.32;168.54;5.001;5.637;1.87;0.961
;-171.33;168.55;3.96;4.279;-1.498;1.823
;-171.34;168.55;8.872;-5.013;-0.519;-0.067
;-171.36;168.56;13.777;-13.221;-1.025;0.852
;-171.37;168.56;15.964;-15.939;-2.687;-0.765
;-171.39;168.57;17.9;-19.755;-0.826;-3.067
;-171.41;168.57;17.055;-24.238;1.508;-1.24
;-171.43;168.58;16.443;-21.243;-0.827;2.526
;-171.44;168.58;15.312;-17.882;2.717;-1.573
;-171.47;168.59;15.549;-23.482;2.214;-0.756
;-171.49;168.6;13.981;-21.791;-2.318;4.398
;-171.51;168.6;5.873;-13.798;2.34;5.513
;-171.53;168.61;-2.118;-8.461;1.624;1.373
;-171.55;168.61;-3.507;-1.182;-0.313;-0.321
;-171.58;168.62;-8.195;0.585;2.17;4.843
;-171.6;168.62;-15.77;11.31;0.425;0.102
;-171.62;168.63;-19.583;24.085;-0.62;-3.613
;-171.65;168.64;-27.822;29.649;1.372;0.586
;-171.67;168.64;-33.32;34.788;-0.429;0.572
;-171.69;168.65;-42.574;44.337;-0.732;1.157
;-171.72;168.65;-52.743;51.59;-0.13;4.97
;-171.74;168.66;-56.712;42.9;0.081;4.949
;-171.76;168.66;-38.134;34.743;0.442;0.201
;-171.78;168.67;3.79;19.247;-2.453;-0.295
;-171.8;168.67;19.575;5.789;-1.745;1.51
;-171.82;168.68;25.042;-1.72;-2.144;0.836
;-171.84;168.68;34.252;-13.899;-0.641;2.624
;-171.86;168.69;40.669;-19.639;1.174;2.17
;-171.88;168.7;42.982;-21.41;0.465;0.388
;-171.89;168.7;31.9;-15.775;1.57;3.648
;-171.91;168.71;30.495;-22.924;1.359;4.008
;-171.93;168.72;26.223;-33.107;2.286;2.073
;-171.94;168.72;18.293;-33.7;1.934;4.288
;-171.96;168.73;17.411;-37.79;3.342;3.433
;-171.97;168.74;15.418;-35.1;2.237;-1.762
;-171.98;168.74;14.706;-29.812;-1.55;-1.697
;-171.99;168.75;9.344;-20.874;-0.633;-1.723
;-172;168.76;2.695;-12.13;-0.309;-4.259
;-172.01;168.77;-9.314;-0.266;-3.383;-7.816
;-172.02;168.77;-18.739;6.219;-2.388;-10.511
;-172.02;168.78;-19.073;-1.022;0.306;-7.721
;-172.03;168.79;-22.078;0.765;-1.752;-11.205
;-172.03;168.79;-26.1;13.83;-1.854;-13.833
;-172.03;168.8;-29.035;29.971;-1.443;-12.358
;-172.04;168.81;-24.265;32.181;-0.771;-10.918
;-172.04;168.82;-18.172;35.177;-1.273;-4.548
;-172.04;168.82;-16.703;38.951;0.217;-2.196
;-172.04;168.83;-11.065;31.5;-0.982;3.161
;-172.03;168.84;-9.644;28.26;-2.241;9.191
;-172.03;168.85;-13.848;18.747;2.707;4.705
;-172.03;168.86;-9.305;15.573;0.945;4.818
;-172.03;168.87;-1.865;12.299;0.574;9.337
;-172.03;168.88;-0.327;0.754;0.617;6.333
;-172.02;168.89;3.394;-3.097;1.648;4.712
;-172.02;168.89;8.066;-10.314;3.202;4.661
;-172.01;168.9;11.211;-14.956;2.502;3.093
;-172.01;168.91;12.846;-14.826;2.884;3.032
;-172.01;168.92;9.333;-20.105;2.804;1.376
;-172.01;168.93;7.924;-25.286;-0.1;1.547
;-172.01;168.94;10.136;-24.705;-3.75;2.68
;-172;168.95;11.841;-23.333;3.491;0.224
;-172;168.96;10.615;-19.618;1.414;-2.113
;-172;168.97;6.218;-12.081;-1.982;-0.997
;-172;168.98;4.69;-8.065;0.16;-0.528
;-172;168.98;3.46;-6.926;-1.512;0.868
;-172;168.99;4.732;-5.58;2.096;-1.648
;-172;169;3.662;1.356;-1.585;-3.483
;-172;169.01;-4.569;9.25;-1.773;0.749
;-172.01;169.01;-5.425;9.67;0.757;-1.711
;-172.01;169.02;-1.56;8.62;-2.203;0.442
;-172.01;169.02;3.906;8.769;-0.531;3.258
;-172.02;169.03;7.745;4.734;0.622;3.39
;-172.02;169.03;7.018;1.724;-2.106;5.483
;-172.03;169.03;1.924;9.801;-2.802;6.303
;-172.04;169.04;-8.37;13.156;-0.587;5.116
;-172.04;169.04;-9.756;5.278;-0.41;-3.239
;-172.05;169.04;-5.221;3.038;-1.891;-0.937
;-172.06;169.04;0.328;6.524;-1.567;-0.556
;-172.07;169.04;1.261;8.224;-2.837;-6.717
;-172.08;169.04;-1.801;4.356;-3.163;-3.922
;-172.09;169.04;-1.051;0.881;2.661;-3.263
;-172.1;169.03;-0.848;5.052;-1.916;-3.921
;-172.11;169.03;0.234;5.446;-4.067;-0.011
;-172.11;169.03;-2.947;-3.537;2.482;5.652
;-172.12;169.03;-1.1;-2.872;1.345;2.993
;-172.13;169.03;1.275;0.27;1.086;3.143
;-172.14;169.02;-5.212;0.448;0.271;5.861
;-172.15;169.02;-9.545;7.29;0.198;3.698
;-172.15;169.02;-12.264;3.142;-1.127;2.621
;-172.16;169.01;-10.671;-1.026;-3.297;0.921
;-172.16;169.01;-6.943;-6.903;0.401;2.638
;-172.16;169.01;-2.111;-15.632;5.818;0.83
;-172.16;169;-1.519;-10.956;5.108;-0.233
;-172.17;169;-2.44;-12.093;-0.363;0.359
;-172.16;169;-5.131;-5.708;0.921;-3.028
;-172.16;168.99;-11.8;3.36;2.624;-3.452
;-172.16;168.99;-5.405;-12.582;0.285;-5.913
;-172.16;168.98;6.652;-30.781;-0.659;-7.374
;-172.15;168.98;25.337;-34.624;0.136;-5.959
;-172.15;168.97;37.512;-25.162;2.157;-11.275
;-172.14;168.96;40.863;-19.542;3.455;-15.566
