name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;-178.55;162.06;1.309;2.148;-0.238;0.711
;-178.55;162.05;4.444;3.211;0.565;-0.387
;-178.55;162.05;3.207;5.473;0.482;-1.852
;-178.55;162.05;3.436;-0.114;1.478;1.04
;-178.55;162.04;1.769;-0.575;1.165;-1.225
;-178.54;162.04;-0.401;2.935;-0.652;-0.788
;-178.54;162.04;-2.931;-0.72;-1.282;2.691
;-178.54;162.04;-1.043;0.117;0.309;0.228
;-178.54;162.04;-1.477;4.988;-0.664;0.674
;-178.55;162.03;-1.774;3.716;4.283;1.06
;-178.55;162.03;3.261;-1.851;3.115;1.859
;-178.55;162.03;0.305;1.277;-1.145;-1.224
;-178.55;162.03;-0.9;0.475;0.905;-3.147
;-178.55;162.03;-1.015;-4.356;-3.713;2.772
;-178.55;162.02;-1.672;-0.122;-1.165;0.911
;-178.55;162.02;0.512;-1.093;-0.249;-2.251
;-178.55;162.02;0.804;-6.563;-0.171;-1.366
;-178.55;162.02;1.985;-4.435;0.207;2.122
;-178.55;162.02;3.261;-0.365;-2.467;2.445
;-178.55;162.01;0.5;-2.016;0.896;0.359
;-178.55;162.01;-3.683;-0.133;-1.988;0.209
;-178.55;162.01;-0.756;-2.873;1.82;-1.545
;-178.55;162.01;1.448;-3.023;1.378;-4.864
;-178.55;162;1.305;2.473;-3.374;-6.733
;-178.55;162;3.295;-3.098;1.739;2.622
;-178.55;162;0.46;-1.188;3.505;3.323
;-178.55;162;-1.131;-0.443;2.436;-2.066
;-178.55;162;-0.324;-1.522;-2.345;1.088
;-178.55;162;-2.486;1.93;-2.586;-0.624
;-178.55;161.99;-1.162;-4.775;-2.437;-0.982
;-178.55;161.99;-0.667;-1.98;-4.208;0.701
;-178.55;161.99;-2.153;4.313;-2.703;0.23
;-178.55;161.99;1.323;-2.794;0.375;-1.144
;-178.55;161.99;2.803;-2.046;0.247;1.569
;-178.55;161.99;0.423;2.668;-1.435;0.116
;-178.55;161.98;-1.667;0.729;0.525;-3.251
;-178.55;161.98;-0.339;5.217;-0.587;1.524
;-178.55;161.98;-0.106;6.506;1.309;1.069
;-178.55;161.98;-1.046;1.764;-0.145;0.03
;-178.55;161.98;1.415;-0.035;-0.573;-0.829
;-178.55;161.98;-1.784;-1.585;3.143;1.699
;-178.55;161.97;-3.184;-0.363;0.819;3.484
;-178.55;161.97;0.466;1.3;0.281;0.224
;-178.55;161.97;1.532;-0.606;2.191;1.822
;-178.55;161.97;2.581;-1.876;3.752;1.664
;-178.55;161.97;0.224;2.287;0.345;3.438
;-178.55;161.96;1.442;-1.832;1.299;-0.116
;-178.55;161.96;2.168;-4.033;4.511;-1.005
;-178.55;161.96;-2.986;4.527;2.101;4.243
;-178.55;161.96;-1.849;1.986;2.443;0.635
;-178.55;161.96;1.621;1.752;-0.083;-0.516
;-178.56;161.95;3.519;1.974;-2.722;-0.989
;-178.56;161.95;-0.041;-1.075;0.843;1.03
;-178.56;161.95;-3.373;-0.855;4.413;0.265
;-178.56;161.95;-1.694;-1.019;1.794;-3.488
;-178.56;161.95;-4.178;5.878;-0.806;1.392
;-178.56;161.95;-3.228;4.965;2.792;1.207
;-178.56;161.94;1.026;0.545;3.114;-0.603
;-178.56;161.94;1.567;1.617;-2.296;-0.351
;-178.56;161.94;-0.089;1.381;-5.399;-2.596
;-178.56;161.94;0.382;1.473;-7.329;-2.053
;-178.56;161.94;1.731;1.958;-7.86;-1.491
;-178.56;161.93;-0.654;1.67;-3.134;-0.834
;-178.56;161.93;0.368;-1.006;-1.12;-0.36
;-178.56;161.93;1.504;-3.853;-2.128;-2.852
;-178.56;161.93;2.01;-4.473;-0.449;-5.356
;-178.56;161.92;3.742;-2.87;1.72;-5.014
;-178.56;161.92;0.548;-2.149;-2.661;-4.183
;-178.56;161.92;-0.152;1.3;-3.981;-4.206
;-178.56;161.92;-0.87;-2.982;1.525;-3.029
;-178.56;161.91;-1.028;-3.969;-0.752;-0.358
;-178.56;161.91;0.91;2.553;-0.267;4.208
;-178.56;161.91;-2.032;-0.464;2.314;3.527
;-178.56;161.9;-0.227;-0.764;1.022;2.093
;-178.56;161.9;2.975;-6.696;-0.713;4.436
;-178.57;161.9;-1.231;-6.823;-0.974;2.93
;-178.57;161.89;-1.333;-4.038;2.685;2.366
;-178.57;161.89;3.954;-6.594;2.834;0.627
;-178.57;161.89;0.531;-4.549;3.382;0.326
;-178.57;161.88;-0.169;-9.503;3.2;1.457
;-178.57;161.88;2.505;-1.903;1.34;1.291
;-178.57;161.88;-1.365;5.949;0.244;2.452
;-178.57;161.87;-1.551;3.906;-0.516;-0.958
;-178.57;161.87;-2.676;6.014;0.319;0.569
;-178.57;161.87;0.572;6.628;0.709;5.92
;-178.57;161.86;-0.883;3.144;0.532;1.893
;-178.57;161.86;-3.609;-3.033;-1.288;-2.575
;-178.57;161.86;4.18;0.462;-2.08;3.202
;-178.57;161.85;1.155;2.685;-3.487;4.488
;-178.57;161.85;0.281;4.027;-1.344;1.269
;-178.57;161.85;-0.53;5.496;3.363;-0.47
;-178.57;161.85;-3.413;1.345;2.684;-7.061
;-178.57;161.84;0.688;2.52;3.954;-2.058
;-178.57;161.84;-3.975;4.585;3.76;2.884
;-178.57;161.84;-4.256;6.151;1.45;-3.475
;-178.57;161.84;-1.558;4.508;1.786;-2.59
;-178.57;161.84;-2.916;0.919;-0.989;1.236
;-178.56;161.84;0.654;-1.816;-0.251;-1.756
;-178.56;161.83;-1.354;1.988;-0.217;-3.488
;-178.56;161.83;-0.48;4.304;-2.418;-0.644
;-178.56;161.83;3.558;-0.127;0.715;0.732
;-178.56;161.83;1.181;1.51;-1.648;0.756
;-178.56;161.83;2.571;0.566;-1.312;-1.44
;-178.56;161.82;2.625;-0.925;-0.957;-0.753
;-178.56;161.82;1.741;-2.09;-6.395;-0.617
;-178.56;161.82;0.919;-0.042;-0.257;0.797
;-178.56;161.82;0.903;1.263;3.835;0.307
;-178.56;161.82;2.389;-5.282;-2.558;-3.987
;-178.56;161.82;-0.091;-4.601;-4.523;1.442
;-178.56;161.82;0.996;-1.435;-1.693;0.244
;-178.56;161.81;1.768;-1.123;2.39;-3.406
;-178.56;161.81;2.905;-3.971;2.304;-1.783
;-178.56;161.81;3.439;-3.7;-3.072;0.993
;-178.56;161.81;-1.197;-0.561;-2.946;2.423
;-178.56;161.81;-1.128;-3.169;0.707;-0.907
;-178.56;161.8;0.879;-3.458;4.028;0.675
;-178.56;161.8;-2.6;-2.674;1.484;0.078
;-178.56;161.8;-3.269;-3.386;-4.509;2.184
;-178.56;161.8;-0.921;-5.318;-0.731;0.974
;-178.56;161.8;-4.44;-3.412;-0.825;-2.432
;-178.56;161.8;-2.258;1.213;-2.928;1.97
;-178.56;161.8;0.471;-0.452;-0.201;2.039
;-178.56;161.79;-0.511;-1.539;0.936;3.212
;-178.56;161.79;2.275;-0.628;3.633;0.129
;-178.56;161.79;1.21;-1.292;4.621;-1.432
;-178.56;161.79;0.965;-3.866;4.576;1.112
;-178.56;161.79;-0.134;-1.174;1.972;0.263
;-178.56;161.78;-0.466;5.306;-0.483;2.026
;-178.56;161.78;-1.365;1.851;-0.777;-1.054
;-178.56;161.78;-2.131;-0.754;0.657;-0.098
;-178.57;161.78;3.765;4.709;2.649;3.761
;-178.57;161.77;2.068;5.645;-1.348;0.955
;-178.57;161.77;-0.126;4.388;0.039;-0.722
;-178.57;161.77;2.956;2.899;2.66;-0.931
;-178.57;161.77;-0.847;-2.083;-2.404;0.84
;-178.57;161.77;-2.367;3.209;-2.736;0.439
;-178.57;161.76;1.39;10.041;-1.596;-0.832
;-178.57;161.76;-4.431;6.465;-2.142;-1.048
;-178.57;161.76;-2.873;3.92;-0.639;-2.7
;-178.57;161.76;3.127;3.382;1.395;-2.301
;-178.57;161.75;-1.47;4.173;3.498;-1.675
;-178.57;161.75;-1.154;3.228;-1.303;-0.292
;-178.57;161.75;-3.6;1.466;-1.562;-0.756
;-178.57;161.74;-2.012;-0.029;5.208;-4.368
;-178.57;161.74;0.198;-1.296;-0.488;-2.883
;-178.57;161.74;0.277;-3.171;-3.653;0.699
;-178.57;161.73;4.095;-4.259;0.537;-1.748
;-178.57;161.73;-0.735;-3.042;-0.18;-0.621
;-178.57;161.73;-0.886;-4.4;-1.571;2.767
;-178.57;161.72;0.951;-5.841;0.25;3.904
;-178.57;161.72;0.716;-10.869;2.394;1.441
;-178.57;161.72;2.301;-5.584;-5.4;-4.14
;-178.57;161.71;2.631;1.127;-6.086;3.381
;-178.57;161.71;0.434;-2.472;1.393;3.131
;-178.57;161.71;-1.515;0.968;0.635;-0.882
;-178.56;161.7;1.744;3.387;2.195;1.344
;-178.56;161.7;0.372;4.053;1.026;-2.346
;-178.56;161.7;-2.816;-0.246;0.035;2.961
;-178.56;161.69;-1.064;-2.087;1.335;1.999
;-178.56;161.69;-0.867;2.237;0.954;-1.3
;-178.56;161.69;-2.753;0.773;1.684;-0.007
;-178.56;161.68;-1.691;-1.232;1.779;0.63
;-178.56;161.68;1.561;0.144;2.143;4.214
;-178.56;161.67;3.793;-4.381;-3.656;2.314
;-178.56;161.67;2.817;-10.118;-0.394;-0.49
;-178.56;161.67;3.085;1.929;3.188;-2.581
;-178.56;161.66;4.274;0.996;-2.938;-1.744
;-178.55;161.66;2.16;-4.124;0.864;1.357
;-178.55;161.65;-0.093;3.072;0.612;3.398
;-178.55;161.65;-2.157;1.769;-1.371;-1.062
;-178.55;161.64;-1.032;2.557;-2.023;-0.711
;-178.55;161.64;2.463;1.005;-3.582;2.745
;-178.55;161.64;1.364;2.578;1.57;-2.03
;-178.55;161.64;-2.318;2.954;0.287;0.678
;-178.55;161.63;0.754;-0.163;-0.827;-0.693
;-178.55;161.63;-0.926;-1.258;0.942;-4.142
;-178.55;161.63;-6.149;0.131;-3.016;-2.814
;-178.55;161.63;-2.425;4.149;-1.62;-2.595
;-178.56;161.62;-1.024;3.165;1.136;1.005
;-178.55;161.62;-0.594;4.014;-1.194;2.063
;-178.55;161.62;-2.354;-0.355;-0.752;1.718
;-178.55;161.62;-1.648;1.371;2.317;0.452
;-178.55;161.62;2.274;2.073;3.513;-0.55
;-178.55;161.61;0.424;-4.045;-0.194;-1.338
;-178.55;161.61;0.696;-1.521;1.494;-2.676
;-178.55;161.61;-0.683;-0.254;3.692;-3.295
;-178.55;161.61;-0.809;1.47;-0.744;-4.672
;-178.55;161.61;1.091;0.219;1.705;-2.285
;-178.55;161.61;-2.18;-1.142;2.962;-3.499
;-178.55;161.61;-0.434;-2.645;-0.082;-7.465
;-178.55;161.61;2.739;-3.284;-2.654;-2.281
;-178.54;161.61;0.923;0.53;-1.848;-0.294
;-178.54;161.6;-1.486;-2.088;1.057;-4.144
;-178.54;161.6;-0.907;-2.351;2.368;0.837
;-178.54;161.6;3.509;2.213;1.932;9.338
;-178.54;161.6;0.363;1.207;-2.941;8.285
;-178.54;161.6;-0.872;0.209;0.006;4.313
;-178.54;161.6;1.8;2.074;3.783;6.66
;-178.53;161.6;-2.428;1.049;1.336;8.52
;-178.53;161.59;-2.669;0.238;1.13;5.134
;-178.53;161.59;-1.173;1.685;-0.415;0.512
;-178.53;161.59;2.313;1.729;-4.568;3.605
;-178.53;161.59;2.993;-0.838;-5.43;5.009
;-178.53;161.59;-1.849;0.19;-0.863;-1.101
;-178.53;161.59;-2.06;-0.194;1.565;-5.622
;-178.53;161.59;0.061;-4.591;-0.012;-5.94
;-178.53;161.59;2.293;-2.394;-4.053;2.436
;-178.52;161.59;1.77;2.615;-2.059;1.459
;-178.52;161.58;0.758;1.845;2.408;-1.71
;-178.52;161.58;0.168;-2.851;-0.954;2.752
;-178.52;161.58;-0.521;0.146;-0.473;-2.82
;-178.52;161.58;1.467;3.704;0.114;-1.968
;-178.53;161.58;4.536;1.569;-3.353;2.101
;-178.53;161.58;2.693;0.894;-2.023;-0.376
;-178.53;161.58;-2.645;-0.247;0.009;-2.335
;-178.53;161.57;-2.203;1.182;1.804;-4.841
;-178.53;161.57;-0.613;0.682;0.442;-3.778
;-178.53;161.57;-0.837;-4.563;-0.739;-3.108
;-178.53;161.57;-1.737;-1.89;4.122;-2.203
;-178.53;161.56;-2.401;2.137;2.681;-1.358
;-178.53;161.56;0.112;-1.807;1.786;-3.775
;-178.53;161.56;-0.729;-0.327;2.905;-2.659
;-178.53;161.56;-1.225;4.097;-3.556;0.712
;-178.54;161.56;1.091;3.298;-3.055;-0.844
;-178.54;161.55;0.421;0.582;0.339;-1.053
;-178.54;161.55;-0.056;0.556;-2.816;0.993
;-178.54;161.55;-1.055;3.163;-1.954;0.202
;-178.54;161.55;1.913;3.66;0.584;2.788
;-178.54;161.54;3.65;-0.407;1.865;1.5
;-178.55;161.54;-2.313;-5.842;4.079;-1.723
;-178.55;161.54;-0.789;-4.017;-0.507;-0.118
;-178.55;161.53;2.598;-6.29;-1.57;2.747
;-178.55;161.53;-2.044;-7.784;3.262;4.667
;-178.55;161.53;-1.817;-6.754;-0.985;0.784
;-178.55;161.53;2.933;-8.733;0.865;0.455
;-178.56;161.52;2.946;-4.052;5.835;1.705
;-178.56;161.52;1.766;-3.771;1.533;-0.569
;-178.56;161.52;-1.515;4.851;0.425;-0.472
;-178.56;161.52;-2.538;10.342;-0.883;1.416
;-178.56;161.51;0.244;1.336;-1.857;0.601
;-178.56;161.51;-0.791;3.073;-0.193;0.091
;-178.56;161.51;-1.002;3.702;2.012;5.061
;-178.57;161.5;-2.211;-0.785;0.566;4.611
;-178.57;161.5;-2.226;-0.416;-3.387;0.629
;-178.57;161.5;-0.573;1.885;1.389;-0.379
;-178.57;161.5;-0.43;1.382;0.428;-0.462
;-178.57;161.49;-1.967;1.748;-0.861;0.627
;-178.57;161.49;-1.815;0.055;1.214;-1.427
;-178.58;161.49;5.925;1.715;-3.189;-4.528
;-178.58;161.49;2.88;8.112;-0.983;-2.417
;-178.58;161.48;-1.585;1.643;-2.54;-0.315
;-178.58;161.48;1.44;1.061;-3.111;-3.547
;-178.58;161.48;0.02;4.555;1.132;-5.114
;-178.58;161.48;3.184;0.47;0.911;-1.788
;-178.58;161.48;1.456;1.236;1.741;-0.448
;-178.58;161.47;-1.112;0.156;-1.284;-0.187
;-178.58;161.47;2.76;0.947;-0.698;1.308
;-178.58;161.47;0.793;0.092;-0.444;-1.723
;-178.58;161.47;-2.133;-5.54;-0.079;0.029
;-178.58;161.47;-0.428;-2.817;0.417;2.971
;-178.58;161.47;-0.826;0.244;-2.612;-1.333
;-178.58;161.47;-4.835;-2.453;1.328;-1.389
;-178.58;161.46;-2.51;-0.14;-2.123;3.316
;-178.58;161.46;-0.129;1.102;-0.85;3.663
;-178.58;161.46;-1.043;-3.54;1.495;-1.355
;-178.58;161.46;-1.662;1.565;-3.158;2.63
;-178.58;161.46;-2.609;2.459;2.2;3.271
;-178.58;161.46;2.903;-1.207;-2.581;-1.596
;-178.58;161.46;5.09;2.556;-3.067;1.986
;-178.58;161.46;1.258;-1.146;4.012;0.066
;-178.58;161.46;0.535;-0.165;0.976;-2.041
;-178.58;161.46;2.612;1.761;1.377;1.431
;-178.58;161.46;2.214;-2.729;1.887;3.447
;-178.58;161.46;-2.268;-4.691;1.946;-0.466
;-178.58;161.46;-2.195;-8.362;2.661;-0.188
;-178.58;161.45;-1.034;-1.915;2.682;3.8
;-178.58;161.45;-0.436;4.342;0.228;-0.844
;-178.58;161.45;0.235;-2.135;-2.608;-0.977
;-178.58;161.45;-1.816;-1.62;0.807;-1.752
;-178.58;161.45;-1.465;3.919;1.383;-5.469
;-178.58;161.45;-0.229;1.418;1.402;0.111
;-178.58;161.45;0.044;-2.217;2.263;2.634
;-178.58;161.45;1.259;1.153;-0.99;-1.379
;-178.58;161.45;1.643;4.051;-0.04;-4.439
;-178.58;161.45;-0.356;0.705;-0.16;-6.125
;-178.58;161.45;0.163;1.126;-2.503;-2.192
;-178.58;161.45;1.183;0.142;-2.237;1.389
;-178.58;161.45;1.659;-4.905;-2.055;3.087
;-178.58;161.45;-0.199;-0.457;-1.101;2.816
;-178.58;161.45;-0.071;-1.798;-1.71;-1.002
;-178.58;161.45;4.728;-4.096;0.057;1.287
;-178.58;161.45;-1.889;4.231;-1.341;0.915
;-178.58;161.45;-2.62;1.62;-1.996;-0.149
;-178.58;161.44;2.518;0.801;2.271;-0.334
;-178.58;161.44;-0.886;1.39;1.848;-1.567
;-178.58;161.44;-2.062;0.168;3.033;1.477
;-178.58;161.44;-2.525;4.484;2.342;0.066
;-178.58;161.44;-0.163;-0.712;0.891;3.286
;-178.58;161.44;1.69;1.588;-0.414;1.697
;-178.58;161.44;1.981;4.487;-1.229;-4.191
;-178.58;161.44;-0.406;1.728;-0.104;0.316
;-178.58;161.43;-1.991;0.631;-0.41;0.533
;-178.58;161.43;-2.429;-4.555;0.318;2.106
;-178.58;161.43;-3.072;-2.854;-2.886;2.082
;-178.58;161.43;1.964;-1.974;-2.211;0.867
;-178.58;161.43;1.676;0.208;0.619;3.609
;-178.58;161.42;0.522;0.328;1.444;-0.404
;-178.58;161.42;-0.036;-2.651;1.003;-0.967
;-178.58;161.42;-0.695;-0.493;-1.161;1.317
;-178.58;161.42;1.17;-2.446;1.468;0.693
;-178.58;161.42;1.207;-4.19;2.197;-0.119
;-178.58;161.42;2.405;-2.456;2.057;-3.756
;-178.58;161.41;2.981;-1.378;-0.774;-7.733
;-178.58;161.41;0.719;0.32;-3.44;-5.139
;-178.58;161.41;-1.603;4.872;-0.737;0.075
;-178.58;161.41;-0.799;2.877;0.251;-0.423
;-178.58;161.41;-3.265;2.122;-0.645;1.798
;-178.58;161.41;-2.244;5.381;-2.346;4.225
;-178.58;161.41;1.207;-0.579;-0.422;0.514
;-178.58;161.41;-0.692;-1.224;1.053;-0.412
;-178.58;161.4;-0.352;5.846;-0.061;2.362
;-178.58;161.4;-2.408;4.711;-1.813;4.155
;-178.58;161.4;-1.718;-0.212;-2.688;1.17
;-178.58;161.4;1.821;1.652;1.447;-0.515
;-178.58;161.4;0.155;-0.256;0.859;-0.005
;-178.58;161.4;-0.229;-4.328;1.689;-2.079
;-178.58;161.4;-1.001;-0.347;4.363;-1.202
;-178.58;161.4;-2.266;-1.04;-4.084;-0.478
;-178.58;161.4;3.897;-6.532;-4.541;0.593
;-178.57;161.4;5.09;-3.979;-0.42;-1.793
;-178.57;161.4;-0.664;2.803;-1.263;-6.994
;-178.57;161.4;0.399;2.18;0.388;-2.895
;-178.57;161.4;0.651;-3.098;-1.154;0.64
;-178.57;161.4;-0.947;-1.026;1.34;-0.723
;-178.57;161.4;1.73;0.339;2.078;-1.07
;-178.57;161.4;4.041;-7.386;2.27;1.559
;-178.57;161.4;-0.372;-5.441;2.469;3.376
;-178.57;161.4;-3.255;-1.42;-0.078;0.75
;-178.57;161.4;-2.421;-2.079;3.233;1.79
;-178.57;161.4;-1.431;7.722;0.376;5.966
;-178.57;161.4;1.844;7.279;1.286;3.491
;-178.57;161.4;0.218;-1.479;3.712;-1.323
;-178.57;161.4;0.121;1.094;-0.457;2.353
;-178.57;161.4;-1.338;1.708;0.886;3.499
;-178.57;161.4;-4.603;0.962;3.939;-1.657
;-178.56;161.4;-2.91;4.901;1.323;-1.068
;-178.56;161.4;-0.13;3.874;-1.081;0.619
;-178.56;161.4;1.745;1.871;2.028;0.429
;-178.56;161.39;-1.897;0.649;-3.243;-0.133
;-178.56;161.39;0.317;-1.266;-3.211;-1.171
;-178.56;161.39;2.452;0.526;0.621;-0.922
;-178.56;161.39;-1.133;-1.421;-2.233;-2.721
;-178.56;161.39;0.725;0.387;1.409;-1.83
;-178.56;161.39;3.425;1.461;-1.325;1.996
;-178.56;161.39;5.332;-2.912;-3.887;0.157
;-178.56;161.39;4.688;1.279;-3.605;-2.372
;-178.56;161.39;0.91;-0.168;-2.982;-1.146
;-178.56;161.39;-0.403;-5.046;3.28;2.641
;-178.56;161.39;2.774;-3.657;0.977;3.507
;-178.56;161.39;0.565;0.901;-2.161;-1.464
;-178.56;161.39;-4.6;2.066;-1.29;-1.226
;-178.56;161.38;-4.577;-2.456;-1.445;0.64
;-178.56;161.38;-2.885;-1.443;-0.552;-2.965
;-178.56;161.38;-0.335;-5.855;-0.741;-3.434
;-178.56;161.38;-1.39;-5.005;0.135;-1.616
;-178.56;161.38;-2.07;3.105;-0.065;-1.472
;-178.56;161.38;-0.096;0.535;-2.292;-3.225
;-178.56;161.38;-0.614;-0.117;-2.497;-2.794
;-178.56;161.38;-1.988;-0.222;-1.675;-1.554
;-178.56;161.38;0.841;-0.149;1.209;-1.285
;-178.56;161.38;2.281;2.051;5.055;0.336
;-178.56;161.38;-0.887;-0.19;1.844;0.027
;-178.56;161.38;0.486;-4.779;-0.574;2.368
;-178.56;161.38;3.388;-0.397;2.506;1.281
;-178.56;161.38;1.861;4.069;-0.1;1.312
;-178.56;161.38;-1.68;2.213;0.126;2.655
;-178.55;161.38;0.178;4.026;0.333;0.103
;-178.55;161.38;2.481;1.537;-2.218;4.272
;-178.55;161.38;1.479;4.208;3.808;1.768
;-178.55;161.38;0.597;0.858;4.719;-0.026
;-178.55;161.38;-0.477;-1.777;4.154;3.307
;-178.55;161.38;-1.119;3.507;2.507;1.959
;-178.55;161.38;-2.612;-4.905;-1.72;1.783
;-178.55;161.38;0.367;-2.685;0.369;0.866
;-178.55;161.38;-1.749;0.945;-1.454;0.382
;-178.54;161.38;-4.302;0.674;-1.797;-0.294
;-178.54;161.38;-0.816;0.543;-4.127;2.198
;-178.54;161.38;0.135;-2.02;-1.098;-1.494
;-178.54;161.38;3.365;3.34;2.761;-5.142
;-178.54;161.38;1.33;1.345;-3.857;0.41
;-178.54;161.38;1.556;0.225;-2.227;-0.158
;-178.54;161.38;2.44;1.483;-0.854;2.367
;-178.54;161.37;-3.279;6.538;2.349;1.76
;-178.54;161.37;-2.549;7.713;1.949;-1.824
;-178.54;161.37;1.047;-2.483;-2.256;0.674
;-178.54;161.37;1.864;-1.378;1.805;0.067
;-178.54;161.37;-0.913;0.74;2.075;-0.287
;-178.54;161.37;-2.775;-1.132;-0.978;-1.219
;-178.54;161.37;0.125;-2.265;-0.288;-1.153
;-178.54;161.37;1.911;-3.932;2.969;-2.54
;-178.54;161.37;-1.859;-8.325;-0.141;-2.033
;-178.54;161.37;0.386;-9.911;-1.832;-0.697
;-178.54;161.37;2.521;-5.029;-0.371;-3.062
;-178.54;161.37;-1.323;-6.852;-0.272;-1.737
;-178.54;161.37;1.044;-4.662;-0.647;-4.31
;-178.54;161.37;-0.169;2.183;1.146;-2.563
;-178.55;161.37;-0.173;4.996;2.435;3.484
;-178.55;161.37;0.875;8.082;-0.927;2.903
;-178.55;161.38;-1.29;8.398;-0.171;1.962
;-178.55;161.38;-1.089;1.768;-3.498;-0.846
;-178.55;161.38;0.586;-0.756;-2.326;-2.599
;-178.55;161.38;3.326;1.799;-0.296;-1.606
;-178.54;161.38;-0.816;2.107;-4.216;-0.875
;-178.54;161.37;-1.228;5.067;-0.317;0.559
;-178.54;161.37;3.749;-1.381;0.077;1.021
;-178.54;161.37;3.63;-3.981;-0.262;2.552
;-178.54;161.37;-0.994;1.3;1.146;3.091
;-178.54;161.37;-0.711;-0.956;0.002;1.32
;-178.53;161.37;3.545;-1.956;-1.083;5.295
;-178.53;161.37;1.014;-1.395;-2.56;6.155
;-178.53;161.37;2.044;-1.846;-0.457;1.409
;-178.53;161.37;-0.458;-2.194;4.344;4.821
;-178.53;161.37;-5.532;4.584;6.139;3.67
;-178.53;161.37;-1.997;3.011;2.214;-5.694
;-178.52;161.37;-0.811;1.685;0.289;-6.445
;-178.52;161.37;-3.522;5.273;0.232;-3.803
;-178.52;161.37;-5.415;-1.567;0.517;-1.274
;-178.52;161.37;-1.917;1.715;1.402;1.283
;-178.52;161.37;2.177;0.89;-2.32;0.714
;-178.52;161.37;2.795;-1.51;-0.538;0.312
;-178.51;161.37;0.461;-0.067;1.13;-3.521
;-178.51;161.37;-1.753;-4.572;-2.637;-3.701
;-178.51;161.36;1.802;-1.135;-1.334;-1.596
;-178.51;161.36;2.846;-1.523;1.165;-1.592
;-178.51;161.36;0.082;-5.188;-0.434;0.39
;-178.51;161.36;1.19;-4.807;-1.445;-2.63
;-178.5;161.36;1.448;-2.893;3.771;-0.639
;-178.5;161.36;-0.535;0.95;1.941;2.451
;-178.5;161.36;-0.302;-0.411;-1.185;1.414
;-178.5;161.35;-2.263;-2.647;2.254;1.413
;-178.5;161.35;0.924;2.196;-0.09;-2.745
;-178.5;161.35;2.222;2.972;-0.364;0.455
;-178.49;161.35;-4.138;1.782;0.779;2.255
;-178.49;161.35;-2.454;5.589;-2.778;-0.438
;-178.49;161.35;-3.136;1.395;-1.674;1.065
;-178.49;161.35;-0.982;-0.917;4.2;-1.309
;-178.49;161.35;0.975;4.144;1.853;2.96
;-178.49;161.35;-2.715;1.89;-1.079;3.967
;-178.49;161.35;2.165;-5.28;-0.837;-4.357
;-178.49;161.34;1.504;-4.496;-3.345;-0.004
;-178.49;161.34;0.47;-2.197;-0.429;3.738
;-178.49;161.34;2.479;-4.701;0.423;-0.919
;-178.49;161.34;1.969;1.089;0.012;2.635
;-178.49;161.34;3.41;4.405;1.022;4.283
;-178.49;161.34;3.462;1.437;-2.647;-1.492
;-178.49;161.34;1.349;-1.693;-4.555;0.187
;-178.48;161.34;-1.295;-4.32;0.767;3.69
;-178.48;161.34;-0.576;1.704;2.2;-0.928
;-178.48;161.34;-3.067;5.313;-2.054;-3.333
;-178.48;161.34;-2.403;2.292;-0.29;0.915
;-178.48;161.34;1.301;-0.396;-1.779;-1.014
;-178.48;161.34;1.932;-0.015;0.161;-3.509
;-178.48;161.34;-0.414;0.194;1.756;1.385
;-178.48;161.34;-6.088;0.807;0.334;1.243
;-178.48;161.34;1.033;1.031;2.527;-2.379
;-178.47;161.33;1.261;-1.498;-2.894;-3.177
;-178.47;161.33;-3.664;2.147;-2.564;-0.131
;-178.47;161.33;-0.551;2.282;-3.229;-1.241
;-178.47;161.33;-2.278;0.398;-1.404;-4.308
;-178.47;161.33;3.908;2.982;2.686;-2.077
;-178.47;161.33;2.106;1.799;-0.428;-2.65
;-178.47;161.33;-0.801;0.7;2.822;-2.615
;-178.46;161.33;3.41;0.053;0.164;-1.232
;-178.46;161.33;0.612;-1.419;0.384;3.165
;-178.46;161.33;1.702;-1.854;3.446;3.215
;-178.46;161.33;-1.122;-0.298;-1.632;-0.339
;-178.45;161.33;3.099;2.211;0.36;1.688
;-178.45;161.33;3.308;0.917;2.706;-1.016
;-178.45;161.33;-1.759;-3.101;-2.67;0.499
;-178.45;161.33;4.793;-0.963;0.82;4.118
;-178.45;161.33;-0.674;0.737;3.825;-0.318
;-178.44;161.33;-2.784;-2.974;-1.325;-0.289
;-178.44;161.33;0.224;-1.611;1.5;2.227
;-178.44;161.33;-1.065;0.965;2.383;1.277
;-178.44;161.33;-2;-0.915;2.605;1.818
;-178.44;161.33;-5.615;-1.458;-0.237;-0.238
;-178.44;161.34;-4.107;2.762;-2.298;1.344
;-178.43;161.34;-4.257;2.121;3.34;4.565
;-178.43;161.34;0.133;0.101;1.941;0.658
;-178.43;161.34;6.069;-0.541;0.98;0.389
;-178.43;161.34;1.442;-2.805;-0.202;-0.288
;-178.43;161.34;-2.243;-0.193;-1.126;-0.48
;-178.42;161.34;-0.296;-2.857;0.511;-1.433
;-178.42;161.34;1.707;-3.047;;-1.237
;-178.42;161.34;0.962;-3.032;-1.96;3.491
;-178.42;161.34;-0.447;-6.119;-1.964;1.071
;-178.42;161.34;-0.997;-0.146;1.757;2.26
;-178.42;161.35;-2.521;-0.223;-1.007;0.219
